,Name,Link,Graduation Rate,Reading Proficiency,Math Proficiency,AP Pass Rate,AP Enrollment Rate,APs Offered,SAT,SAT Math,SAT English,ACT,ACT Math,ACT Reading,ACT English,ACT Science,Rank,District,City,Rating
2260,Amelia Earhart High School,https://www.niche.com/k12/amelia-earhart-high-school-north-hollywood-ca/,0.25,0.15,0.1,,,,,,,,,,,,2261,Los Angeles Unified School District,North hollywood,
2261,Esperanza Education Center,https://www.niche.com/k12/esperanza-education-center-mission-viejo-ca/,,,,,,,,,,,,,,,2262,Saddleback Valley Unified School District,Mission viejo,
2262,Sierra Vista High School,https://www.niche.com/k12/sierra-vista-high-school-dinuba-ca/,0.35,0.25,0.1,,,,,,,,,,,,2263,Dinuba Unified School District,Dinuba,
2263,Floyd A. Schelby,https://www.niche.com/k12/floyd-a-schelby-livingston-ca/,,0.1,0.1,,,,,,,,,,,,2264,,Livingston,
2264,Rim Virtual,https://www.niche.com/k12/rim-virtual-lake-arrowhead-ca/,,,,,,,,,,,,,,,2265,Rim of the World Unified School District,,
2265,Anderson,https://www.niche.com/k12/anderson-san-bernardino-ca/,,0.85,0.1,,,,,,,,,,,,2266,San Bernardino City Unified School District,San bernardino,
2266,John J. Cairns Continuation,https://www.niche.com/k12/john-j-cairns-continuation-lindsay-ca/,0.9,0.15,0.1,,,,,,,,,,,,2267,Lindsay Unified School District,Lindsay,
2267,San Joaquin Valley High School,https://www.niche.com/k12/san-joaquin-valley-high-school-parlier-ca-062991013666/,0.87,0.15,0.1,,,,,,,,,,,,2268,Parlier Unified School District,Parlier,
2268,Come Back Butte Charter School,https://www.niche.com/k12/come-back-butte-charter-school-oroville-ca/,0.15,,,,,,,,,,,,,,2269,,,
2269,Sierra Home,https://www.niche.com/k12/sierra-home-mariposa-ca/,,,,,,,,,,,,,,,2270,Mariposa County Unified School District,Mariposa,
2270,Cambridge High School,https://www.niche.com/k12/cambridge-high-school-coalinga-ca/,0.45,,,,,,,,,,,,,,2271,Coalinga-Huron Unified School District,Coalinga,
2271,Paradise eLearning Charter School,https://www.niche.com/k12/paradise-elearning-charter-school-paradise-ca/,0.9,0.15,0.17,0.07,,,,,,,,,,,2272,Paradise Unified School District,,
2272,Sanhedrin Alternative School,https://www.niche.com/k12/sanhedrin-alternative-school-willits-ca/,0.77,,,,,,,,,,,,,,2273,Willits Unified School District,Willits,
2273,Siskiyou County Special Education,https://www.niche.com/k12/siskiyou-county-special-education-yreka-ca/,,0.1,0.1,,,,,,,,,,,,2274,,Yreka,
2274,The SEED School of Los Angeles County,https://www.niche.com/k12/the-seed-school-of-los-angeles-county-los-angeles-ca/,,,,,,,,,,,,,,,2275,,Los angeles,3.0
2275,Gateway High School,https://www.niche.com/k12/gateway-high-school-chowchilla-ca/,,,,,,,,,,,,,,,2276,Chowchilla Union High School District,Chowchilla,
2276,Orr Creek,https://www.niche.com/k12/orr-creek-ukiah-ca/,,,,,,,,,,,,,,,2277,,Ukiah,
2277,Prospect High School,https://www.niche.com/k12/prospect-high-school-pleasant-hill-ca/,0.65,,,,,,,,,,,,,,2278,Mt. Diablo Unified School District,Pleasant hill,
2278,Santa Cruz County Court,https://www.niche.com/k12/santa-cruz-county-court-santa-cruz-ca/,0.45,,,,,,,,,,,,,,2279,,Santa cruz,
2279,Temple City Alternative School,https://www.niche.com/k12/temple-city-alternative-school-temple-city-ca/,,0.7,0.6,,,,,,,,,,,,2280,Temple City Unified School District,,
2280,Whittier K-12,https://www.niche.com/k12/whittier-k-12-san-diego-ca/,,,,,,,,,,,,,,,2281,San Diego Unified School District,San diego,
2281,Desert Sands A.T.L.A.S.,https://www.niche.com/k12/desert-sands-atlas-indio-ca/,,,,,,,,,,,,,,,2282,Desert Sands Unified School District,Indio,
2282,Enterprise High School,https://www.niche.com/k12/enterprise-high-school-kerman-ca/,0.75,0.15,0.1,,,,,,,,,,,,2283,Kerman Unified School District,Kerman,
2283,Estrellita Continuation High School,https://www.niche.com/k12/estrellita-continuation-high-school-galt-ca/,0.25,0.1,0.1,,,,,,,,,,,,2284,Galt Joint Union High School District,Galt,
2284,N.A. Chaderjian High School,https://www.niche.com/k12/na-chaderjian-high-school-stockton-ca/,,0.1,0.1,,,,,,,,,,,,2285,,Stockton,
2285,Chaparral High School,https://www.niche.com/k12/chaparral-high-school-el-cajon-ca/,0.65,,,,,,,,,,,,,,2286,Grossmont Union High School District,El cajon,3.29
2286,Gateway Community,https://www.niche.com/k12/gateway-community-camarillo-ca/,0.35,0.1,0.1,,,,,,,,,,,,2287,,Camarillo,
2287,Highland Park Continuation,https://www.niche.com/k12/highland-park-continuation-los-angeles-ca/,0.45,0.1,0.1,,,,,,,,,,,,2288,Los Angeles Unified School District,Los angeles,5.0
2288,Whitman Continuation,https://www.niche.com/k12/whitman-continuation-los-angeles-ca/,0.35,,,,,,,,,,,,,,2289,Los Angeles Unified School District,Los angeles,
2289,Miles P. Richmond,https://www.niche.com/k12/miles-p-richmond-north-highlands-ca/,,,,,,,,,,,,,,,2290,Twin Rivers Unified School District,North highlands,
2290,Oasis Continuation High School,https://www.niche.com/k12/oasis-continuation-high-school-kingsburg-ca/,,,,,,,,,,,,,,,2291,Kingsburg Joint Union High School District,Kingsburg,
2291,Sierra @ Home,https://www.niche.com/k12/sierra-home-tollhouse-ca/,,0.35,0.17,,,,,,,,,,,,2292,Sierra Unified School District,,
2292,East Hills Academy,https://www.niche.com/k12/east-hills-academy-chula-vista-ca/,,,,,,,,,,,,,,,2293,Sweetwater Union High School District,Chula vista,
2293,El Camino High School,https://www.niche.com/k12/el-camino-high-school-rohnert-park-ca/,0.87,,,,,,,,,,,,,,2294,Cotati-Rohnert Park Unified School District,Rohnert park,3.5
2294,All Tribes Charter School,https://www.niche.com/k12/all-tribes-charter-school-valley-center-ca/,,0.15,0.1,,,,,,,,,,,,2295,,Valley center,1.0
2295,Carlsbad Village Academy,https://www.niche.com/k12/carlsbad-village-academy-carlsbad-ca/,0.57,0.35,0.1,,,,,,,,,,,,2296,Carlsbad Unified School District,Carlsbad,4.0
2296,Freedom Home,https://www.niche.com/k12/freedom-home-madera-ca/,,0.55,0.15,,,,,,,,,,,,2297,Golden Valley Unified School District,,
2297,North Coastal Consortium Schools,https://www.niche.com/k12/north-coastal-consortium-schools-san-marcos-ca/,,0.25,0.1,,,,,,,,,,,,2298,,San marcos,
2298,Richard A. Alonzo Community Day,https://www.niche.com/k12/richard-a-alonzo-community-day-los-angeles-ca/,0.1,0.15,0.1,,,,,,,,,,,,2299,Los Angeles Unified School District,Los angeles,4.0
2299,Butte County Special Education,https://www.niche.com/k12/butte-county-special-education-oroville-ca/,,0.1,0.1,,,,,,,,,,,,2300,,Oroville,
2300,Santa Barbara County Special Education,https://www.niche.com/k12/santa-barbara-county-special-education-santa-barbara-ca/,,0.1,0.1,,,,,,,,,,,,2301,,Santa barbara,
2301,Sonoma County Alternative Education Programs,https://www.niche.com/k12/sonoma-county-alternative-education-programs-santa-rosa-ca/,0.25,0.1,0.1,,,,,,,,,,,,2302,,Santa rosa,2.6
2302,William Tell Aggeler Opportunity High School,https://www.niche.com/k12/william-tell-aggeler-opportunity-high-school-chatsworth-ca/,0.1,0.1,0.1,,,,,,,,,,,,2303,Los Angeles Unified School District,Chatsworth,
2303,Crossroads High (Alternative),https://www.niche.com/k12/crossroads-high-alternative-newark-ca/,0.55,0.47,0.37,,,,,,,,,,,,2304,Newark Unified School District,Newark,
2304,Oceanside Unified School District Adult Transition Program,https://www.niche.com/k12/oceanside-unified-school-district-adult-transition-program-oceanside-ca/,,,,,,,,,,,,,,,2305,Oceanside Unified School District,Oceanside,
2305,Ridgeview High School,https://www.niche.com/k12/ridgeview-high-school-magalia-ca/,0.75,0.1,0.1,,,,,,,,,,,,2306,Paradise Unified School District,Magalia,
2306,Alessandro,https://www.niche.com/k12/alessandro-moreno-valley-ca/,,0.1,0.1,,,,,,,,,,,,2307,Moreno Valley Unified School District,Moreno valley,
2307,Elevated Digital Learning Academy,https://www.niche.com/k12/elevated-digital-learning-academy-south-lake-tahoe-ca/,,0.47,0.32,,,,,,,,,,,,2308,Lake Tahoe Unified School District,,
2308,Live Oak Alternative School,https://www.niche.com/k12/live-oak-alternative-school-live-oak-ca/,,,,,,,,,,,,,,,2309,Live Oak Unified School District,Live oak,
2309,Phoenix Secondary Academy,https://www.niche.com/k12/phoenix-secondary-academy-fresno-ca/,,0.1,0.1,,,,,,,,,,,,2310,Fresno Unified School District,Fresno,
2310,California School For The Blind,https://www.niche.com/k12/california-school-for-the-blind-fremont-ca/,,,,,,,,,,,,,,,2311,,Fremont,
2311,Eel River Community,https://www.niche.com/k12/eel-river-community-fortuna-ca/,0.65,,,,,,,,,,,,,,2312,,Fortuna,
2312,Open Door Charter School,https://www.niche.com/k12/open-door-charter-school-salinas-ca/,,,,,,,,,,,,,,,2313,,Salinas,
2313,Paramount Virtual Academy,https://www.niche.com/k12/paramount-virtual-academy-paramount-ca/,,,,,,,,,,,,,,,2314,Paramount Unified School District,,
2314,Victress Bower School For Exceptional Children,https://www.niche.com/k12/victress-bower-school-for-exceptional-children-norco-ca/,,,,,,,,,,,,,,,2315,Corona-Norco Unified School District,Norco,
2315,Alameda County Community,https://www.niche.com/k12/alameda-county-community-hayward-ca/,0.32,0.1,0.1,,,,,,,,,,,,2316,,Hayward,
2316,Alternative Learning Center,https://www.niche.com/k12/alternative-learning-center-highland-ca/,,0.25,0.11,,,,,,,,,,,,2317,San Bernardino City Unified School District,Highland,
2317,Rocklin Alternative Education Center,https://www.niche.com/k12/rocklin-alternative-education-center-rocklin-ca-060001314465/,,,,,,,,,,,,,,,2318,Rocklin Unified School District,,
2318,Sunshine Special Education,https://www.niche.com/k12/sunshine-special-education-riverside-ca/,,,,,,,,,,,,,,,2319,Riverside Unified School District,Riverside,
2319,Discovery High School,https://www.niche.com/k12/discovery-high-school-yreka-ca/,0.65,,,,,,,,,,,,,,2320,Yreka Union High School District,Yreka,
2320,Irwin High School,https://www.niche.com/k12/irwin-high-school-hilmar-ca/,,,,,,,,,,,,,,,2321,Hilmar Unified School District,Hilmar,5.0
2321,Palos Verdes Distance Learning Academy,https://www.niche.com/k12/palos-verdes-distance-learning-academy-rolling-hills-ca/,,,,,,,,,,,,,,,2322,Palos Verdes Peninsula Unified School District,,
2322,"Bridges Community Based School, North County Consortium",https://www.niche.com/k12/bridges-community-based-school-north-county-consortium-windsor-ca/,,,,,,,,,,,,,,,2323,Windsor Unified School District,Windsor,
2323,Deep Creek Academy,https://www.niche.com/k12/deep-creek-academy-farmersville-ca/,0.75,,,,,,,,,,,,,,2324,Farmersville Unified School District,Farmersville,3.0
2324,Lokrantz Special Education Center,https://www.niche.com/k12/lokrantz-special-education-center-reseda-ca/,,0.1,0.1,,,,,,,,,,,,2325,Los Angeles Unified School District,Reseda,
2325,Stanislaus County West Campus,https://www.niche.com/k12/stanislaus-county-west-campus-modesto-ca/,0.1,0.1,0.1,,,,,,,,,,,,2326,,Modesto,
2326,Thurgood Marshall,https://www.niche.com/k12/thurgood-marshall-compton-ca/,0.25,0.15,0.1,,,,,,,,,,,,2327,Compton Unified School District,Compton,
2327,Violet Heintz Education Academy,https://www.niche.com/k12/violet-heintz-education-academy-fresno-ca/,,0.1,0.1,,,,,,,,,,,,2328,,Fresno,4.0
2328,Adelante High School,https://www.niche.com/k12/adelante-high-school-riverbank-ca/,0.75,0.35,0.1,,,,,,,,,,,,2329,Riverbank Unified School District,Riverbank,3.0
2329,Imperial Avenue Holbrook High School,https://www.niche.com/k12/imperial-avenue-holbrook-high-school-imperial-ca/,0.35,,,,,,,,,,,,,,2330,Imperial Unified School District,Imperial,5.0
2330,Rare Earth High School,https://www.niche.com/k12/rare-earth-high-school-rosamond-ca/,0.45,0.1,0.1,0.1,,,,,,,,,,,2331,Southern Kern Unified School District,Rosamond,
2331,Soledad Virtual Academy,https://www.niche.com/k12/soledad-virtual-academy-soledad-ca/,,0.22,0.12,,,,,,,,,,,,2332,Soledad Unified School District,,
2332,Valley Oak Charter School,https://www.niche.com/k12/valley-oak-charter-school-ojai-ca/,,0.45,0.25,,,,,,,,,,,,2333,,Ojai,
2333,Albert Einstein High School,https://www.niche.com/k12/albert-einstein-high-school-north-hills-ca/,0.25,,,,,,,,,,,,,,2334,Los Angeles Unified School District,North hills,5.0
2334,Captain John Continuation High School,https://www.niche.com/k12/captain-john-continuation-high-school-hoopa-ca/,0.85,,,,,,,,,,,,,,2335,Klamath-Trinity Joint Unified School District,Hoopa,
2335,Gold Strike High School,https://www.niche.com/k12/gold-strike-high-school-san-andreas-ca/,,,,,,,,,,,,,,,2336,Calaveras Unified School District,San andreas,5.0
2336,Mt. Tallac High School,https://www.niche.com/k12/mt-tallac-high-school-south-lake-tahoe-ca/,0.75,,,,,,,,,,,,,,2337,Lake Tahoe Unified School District,South lake tahoe,
2337,Ralph Richardson Center,https://www.niche.com/k12/ralph-richardson-center-carmichael-ca/,,0.1,0.1,,,,,,,,,,,,2338,San Juan Unified School District,Carmichael,
2338,San Mateo County Special Education,https://www.niche.com/k12/san-mateo-county-special-education-redwood-city-ca/,,0.1,0.1,,,,,,,,,,,,2339,,Redwood city,
2339,Tulare County Court,https://www.niche.com/k12/tulare-county-court-visalia-ca/,0.1,0.1,0.1,,,,,,,,,,,,2340,,Visalia,
2340,Colusa Alternative Home,https://www.niche.com/k12/colusa-alternative-home-colusa-ca/,,,,,,,,,,,,,,,2341,Colusa Unified School District,Colusa,5.0
2341,North Valley High School,https://www.niche.com/k12/north-valley-high-school-orland-ca/,0.75,,,,,,,,,,,,,,2342,Orland Joint Unified School District,Orland,
2342,Thomas E. Mathews Community,https://www.niche.com/k12/thomas-e-mathews-community-marysville-ca/,,,,,,,,,,,,,,,2343,,Marysville,
2343,Chautauqua High School,https://www.niche.com/k12/chautauqua-high-school-big-bear-city-ca/,0.45,,,,,,,,,,,,,,2344,Bear Valley Unified School District,Big bear city,
2344,Floyd I. Marchus,https://www.niche.com/k12/floyd-i-marchus-concord-ca/,,0.1,0.1,,,,,,,,,,,,2345,,Concord,2.0
2345,Heritage Valley Independent Study,https://www.niche.com/k12/heritage-valley-independent-study-fillmore-ca/,,0.25,0.1,,,,,,,,,,,,2346,Fillmore Unified School District,Fillmore,
2346,Monarch Academy,https://www.niche.com/k12/monarch-academy-mariposa-ca/,,,,,,,,,,,,,,,2347,,Mariposa,
2347,Mountain High School,https://www.niche.com/k12/mountain-high-school-lake-arrowhead-ca/,0.55,,,,,,,,,,,,,,2348,Rim of the World Unified School District,Lake arrowhead,
2348,Vallecito Continuation High School,https://www.niche.com/k12/vallecito-continuation-high-school-altaville-ca/,0.85,,,,,,,,,,,,,,2349,Bret Harte Union High School District,Altaville,
2349,Vallejo Adult Transition,https://www.niche.com/k12/vallejo-adult-transition-vallejo-ca/,,,,,,,,,,,,,,,2350,Vallejo City Unified School District,Vallejo,
2350,Clovis Community Day Secondary School,https://www.niche.com/k12/clovis-community-day-secondary-school-clovis-ca/,,0.1,0.1,,,,,,,,,,,,2351,Clovis Unified School District,Clovis,3.0
2351,Tuolumne County Special Education,https://www.niche.com/k12/tuolumne-county-special-education-sonora-ca/,,,,,,,,,,,,,,,2352,,Sonora,
2352,Bravo Lake High School,https://www.niche.com/k12/bravo-lake-high-school-woodlake-ca/,,,,,,,,,,,,,,,2353,Woodlake Unified School District,Woodlake,5.0
2353,Dr. Doug Sears Learning Center,https://www.niche.com/k12/dr-doug-sears-learning-center-temple-city-ca/,,,,,,,,,,,,,,,2354,Temple City Unified School District,Temple city,
2354,Elite Academy,https://www.niche.com/k12/elite-academy-el-cajon-ca/,,,,,,,,,,,,,,,2355,Grossmont Union High School District,El cajon,
2355,Redondo Beach Virtual Learning,https://www.niche.com/k12/redondo-beach-virtual-learning-redondo-beach-ca/,,,,,,,,,,,,,,,2356,Redondo Beach Unified School District,,
2356,Tehama County Special Education,https://www.niche.com/k12/tehama-county-special-education-red-bluff-ca/,,,,,,,,,,,,,,,2357,,Red bluff,
2357,Evergreen High School,https://www.niche.com/k12/evergreen-high-school-oakhurst-ca/,,,,,,,,,,,,,,,2358,Yosemite Unified School District,Oakhurst,4.0
2358,Feather River Academy,https://www.niche.com/k12/feather-river-academy-yuba-city-ca/,0.35,0.1,0.1,,,,,,,,,,,,2359,,Yuba city,
2359,Independence Continuation High School,https://www.niche.com/k12/independence-continuation-high-school-madera-ca/,,,,,,,,,,,,,,,2360,Golden Valley Unified School District,Madera,
2360,"John F. Cruikshank, Jr.",https://www.niche.com/k12/john-f-cruikshank-jr-stockton-ca/,0.35,0.1,0.1,,,,,,,,,,,,2361,,Stockton,
2361,Legacy High School,https://www.niche.com/k12/legacy-high-school-ojai-ca/,0.35,0.15,0.1,,,,,,,,,,,,2362,Ojai Unified School District,Ojai,
2362,Edward P. Duplex,https://www.niche.com/k12/edward-p-duplex-wheatland-ca/,0.75,,,,,,,,,,,,,,2363,Wheatland Union High School District,Wheatland,
2363,Iovine and Young Center,https://www.niche.com/k12/iovine-and-young-center-los-angeles-ca/,,,,,,,,,,,,,,,2364,Los Angeles Unified School District,Los angeles,
2364,Kings Lake Education Center,https://www.niche.com/k12/kings-lake-education-center-corcoran-ca/,0.15,,,,,,,,,,,,,,2365,Corcoran Joint Unified School District,Corcoran,
2365,Life Learning Academy,https://www.niche.com/k12/life-learning-academy-san-francisco-ca/,,,,,,,,,,,,,,,2366,,San francisco,5.0
2366,Monroe High School,https://www.niche.com/k12/monroe-high-school-tehachapi-ca/,0.9,0.15,0.1,,,,,,,,,,,,2367,Tehachapi Unified School District,Tehachapi,3.43
2367,Ron Hockwalt Academies (Continuation),https://www.niche.com/k12/ron-hockwalt-academies-continuation-walnut-ca/,,,,,,,,,,,,,,,2368,Walnut Valley Unified School District,Walnut,5.0
2368,Vantage Point Charter School,https://www.niche.com/k12/vantage-point-charter-school-penn-valley-ca-060142702295/,,0.55,0.25,,,,,,,,,,,,2369,Penn Valley Union Elementary School District,Penn valley,
2369,Duke Ellington Continuation High School,https://www.niche.com/k12/duke-ellington-continuation-high-school-los-angeles-ca/,0.25,,,,,,,,,,,,,,2370,Los Angeles Unified School District,Los angeles,4.6
2370,Butte County Community School - Lead,https://www.niche.com/k12/butte-county-community-school-lead-chico-ca/,,0.35,0.1,,,,,,,,,,,,2371,,Chico,4.75
2371,Cesar Chavez Community School,https://www.niche.com/k12/cesar-chavez-community-school-woodland-ca/,0.35,,,,,,,,,,,,,,2372,,Woodland,
2372,Clear Passage Educational Center,https://www.niche.com/k12/clear-passage-educational-center-long-beach-ca/,,,,,,,,,,,,,,,2373,,Long beach,
2373,Olive Grove Charter - Buellton,https://www.niche.com/k12/olive-grove-charter-buellton-buellton-ca/,,0.45,0.15,,,,,,,,,,,,2374,,Buellton,
2374,Young Adult Program,https://www.niche.com/k12/young-adult-program-fremont-ca/,,,,,,,,,,,,,,,2375,Fremont Unified School District,Fremont,
2375,Ahwahnee High School,https://www.niche.com/k12/ahwahnee-high-school-oakhurst-ca/,,,,,,,,,,,,,,,2376,Yosemite Unified School District,Oakhurst,
2376,Granada High School,https://www.niche.com/k12/granada-high-school-le-grand-ca/,,,,,,,,,,,,,,,2377,Le Grand Union High School District,Le grand,5.0
2377,Mary B. Perry High School,https://www.niche.com/k12/mary-b-perry-high-school-camarillo-ca/,,0.1,0.1,,,,,,,,,,,,2378,,Camarillo,5.0
2378,Pilarcitos Alternative High School,https://www.niche.com/k12/pilarcitos-alternative-high-school-half-moon-bay-ca/,,,,,,,,,,,,,,,2379,Cabrillo Unified School District,Half moon bay,
